Time,Time Code,Country Name,Country Code,GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],"Population, total [SP.POP.TOTL]",Trade (% of GDP) [NE.TRD.GNFS.ZS]
2007,YR2007,Afghanistan,AFG,9747886187.39393,376.223152003876,25909852,..
2007,YR2007,Albania,ALB,11116937869.8568,3743.05529896187,2970017,79.9119008919954
2007,YR2007,Algeria,DZA,142482739809.849,4167.45169937531,34189416,67.5454733939763
2007,YR2007,American Samoa,ASM,518000000,9231.37240924563,56113,218.146718146718
2007,YR2007,Andorra,AND,3957625367.21959,48336.2283329823,81877,..
2007,YR2007,Angola,AGO,65266415494.2584,3141.0459797605,20778561,108.060067893978
2007,YR2007,Antigua and Barbuda,ATG,1487381481.48148,18204.5124043068,81704,..
2007,YR2007,Argentina,ARG,287530508430.568,7185.25155147027,40016763,40.945170618571
2007,YR2007,Armenia,ARM,9206301269.79164,2962.70234594569,3107400,56.9750470853147
2007,YR2007,Aruba,ABW,2677641340.78212,26736.3089444046,100150,139.972309491093
2007,YR2007,Australia,AUS,855007458585.224,41051.6120652288,20827622,42.0080200326348
2007,YR2007,Austria,AUT,386760177589.497,46622.9622913635,8295487,101.36495843546
2007,YR2007,Azerbaijan,AZE,33049419431.2244,3851.33015175141,8581300,96.6418081486575
2007,YR2007,"Bahamas, The",BHS,10618340000,30051.8489587756,353334,88.0128155625079
2007,YR2007,Bahrain,BHR,21730000000,20908.4042548073,1039295,137.785050572304
2007,YR2007,Bangladesh,BGD,79611644974.5571,537.955492792911,147989278,39.9423826531735
2007,YR2007,Barbados,BRB,4675767950,17235.4396434785,271288,..
2007,YR2007,Belarus,BLR,45275711995.825,4735.48107556066,9560953,128.153877979073
2007,YR2007,Belgium,BEL,470922156309.453,44319.165448813,10625700,152.468446875303
2007,YR2007,Belize,BLZ,1707100000,5765.28199932455,296100,95.8936207603538
2007,YR2007,Benin,BEN,8169048382.83875,912.338247188342,8953969,49.1137841529705
2007,YR2007,Bermuda,BMU,6767000000,107395.651483891,63010,..
2007,YR2007,Bhutan,BTN,1255767964.00491,1850.41570433398,678641,106.929022415
2007,YR2007,Bolivia,BOL,13120108008.3477,1354.54905949929,9685960,76.0619114476148
2007,YR2007,Bosnia and Herzegovina,BIH,15778734264.3787,3931.48948737505,4013424,83.551858889163
2007,YR2007,Botswana,BWA,10567270655.5027,5529.12574632532,1911201,98.4965249407252
2007,YR2007,Brazil,BRA,1397114486368.67,7409.69130673473,188552320,25.2926113755394
2007,YR2007,British Virgin Islands,VGB,..,..,25366,..
2007,YR2007,Brunei Darussalam,BRN,13432029495.6785,36217.3291010089,370873,81.0114145688802
2007,YR2007,Bulgaria,BGR,44431257128.8618,5888.57081403932,7545338,123.532557660753
2007,YR2007,Burkina Faso,BFA,7625722836.76847,514.684451177238,14816307,33.7797172895073
2007,YR2007,Burundi,BDI,1356199387.42308,166.162744906755,8161874,38.7999987731993
2007,YR2007,Cabo Verde,CPV,1649621738.63689,3324.57675212498,496190,65.8209895991719
2007,YR2007,Cambodia,KHM,10127916459.8983,731.692295125426,13841770,133.700023826819
2007,YR2007,Cameroon,CMR,23928250433.0378,1325.67248215933,18049896,53.2156908605178
2007,YR2007,Canada,CAN,1468820407783.26,44660.0838892281,32888886,66.2834197482347
2007,YR2007,Cayman Islands,CYM,4466278065.11226,89888.2618212462,49687,..
2007,YR2007,Central African Republic,CAF,1699811294.94935,380.887048839475,4462770,37.5808990187896
2007,YR2007,Chad,TCD,10865385131.5172,980.483531485103,11081660,75.1059962731949
2007,YR2007,Channel Islands,CHI,11514605842.3369,74139.97799443,155309,..
2007,YR2007,Chile,CHL,172491076033.863,10346.4138184533,16671581,76.9770247140928
2007,YR2007,China,CHN,3604055822571.63,2734.72709877693,1317885000,61.2664640006176
2007,YR2007,Colombia,COL,206229540926.312,4769.926147194,43235374,37.0988970982903
2007,YR2007,Comoros,COM,795673152.867077,1289.73631056361,616927,33.1561792127495
2007,YR2007,"Congo, Dem. Rep.",COD,16737071816.38,267.88850879878,62477752,80.1420550528087
2007,YR2007,"Congo, Rep.",COG,8782703436.70188,2206.47101863414,3980430,148.586625395069
2007,YR2007,Costa Rica,CRI,26884700709.3146,6137.71199925542,4380248,86.4565958439349
2007,YR2007,Cote d'Ivoire,CIV,28760090953.3081,1367.53817722326,21030558,61.4309423484426
2007,YR2007,Croatia,HRV,59298265769.9946,13757.605654192,4310217,83.2514767234118
2007,YR2007,Cuba,CUB,54262870370.3704,4807.43888960684,11287272,37.9676096642032
2007,YR2007,Curacao,CUW,2593831508.37989,18005.7165850772,144056,146.049122473292
2007,YR2007,Cyprus,CYP,23968727073.6381,31244.87890625,1072714,111.275122844623
2007,YR2007,Czechia,CZE,190040702286.917,18452.6532812196,10298828,129.876739504889
2007,YR2007,Denmark,DNK,320213157595.018,58631.6566433635,5461438,100.047674594039
2007,YR2007,Djibouti,DJI,847918929.107984,969.573220191902,874528,..
2007,YR2007,Dominica,DMA,444685185.185185,6459.03503689609,68847,..
2007,YR2007,Dominican Republic,DOM,43965458508.5056,4649.64558875814,9455658,61.229259153164
2007,YR2007,Ecuador,ECU,49848725000,3478.92488770671,14328773,68.8505854462677
2007,YR2007,"Egypt, Arab Rep.",EGY,130437828371.278,1547.74170735909,84276225,65.077873254565
2007,YR2007,El Salvador,SLV,17011750000,2830.65693770733,6009824,77.6210560347995
2007,YR2007,Equatorial Guinea,GNQ,13071718758.7373,12616.9532942011,1036044,134.083789857569
2007,YR2007,Eritrea,ERI,1317974491.05691,480.44762365456,2743222,34.5595595326375
2007,YR2007,Estonia,EST,22450264166.4385,16745.4308011148,1340680,133.980829235754
2007,YR2007,Eswatini,SWZ,3469381231.49049,3180.86121498525,1090705,..
2007,YR2007,Ethiopia,ETH,19707616772.7996,237.146255996319,83103217,..
2007,YR2007,Faroe Islands,FRO,2339015313.29513,48348.7393711011,48378,99.5067894980719
2007,YR2007,Fiji,FJI,3378314599.76402,3762.74692789299,897832,110.389514898623
2007,YR2007,Finland,FIN,256360251537.648,48473.0240091455,5288720,82.8631608209175
2007,YR2007,France,FRA,2655816911866.56,41486.1907828787,64016890,58.1525611309659
2007,YR2007,French Polynesia,PYF,6631156405.59637,24888.1781337361,266438,57.455468093766
2007,YR2007,Gabon,GAB,12455409587.3371,8003.54289696049,1556237,85.1324791636578
2007,YR2007,"Gambia, The",GMB,1279703047.0221,724.726407242432,1765774,44.2938444656791
