Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Afghanistan,AFG,0.0504760801948225,0.0465729492262171,0.0440777829029563,0.0443407305372896,0.03789792931894,0.0518878290280668,0.0553923376777949,0.0775612303767694,0.144751528002023,0.221465726059917,0.275380974794698,0.388742453073337,0.319626607745266,0.262469648389334,0.238642815009995,0.246706024551365,0.216929891611134,0.226011227289355,0.215877625146902,0.191490829184533,0.18055501271226
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Albania,ALB,1.04644601682018,1.1238907081397,1.3131389277649,1.38543816060976,1.45823883467754,1.37755866121952,1.38166585186465,1.4290827291561,1.423194135406,1.46014423817574,1.56432102617866,1.71699317945955,1.56285286069064,1.64737424579253,1.76379943401137,1.68830316766428,1.57515330650766,1.85891071277559,1.85097837827277,1.73551805047385,1.60713272623032
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Algeria,DZA,2.84547322241894,2.73913040286556,2.82462177766349,2.99922134069754,2.96128947747975,3.06249773288425,3.13771562073271,3.18555017143317,3.26571868233991,3.27089446187558,3.27771433788594,3.38166892915163,3.72574195204898,3.79295442819787,3.95384969852466,4.11954123697958,3.94094145853631,3.99506357734631,4.11329387212597,4.19566242824212,3.90292776971012
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,American Samoa,ASM,0.00175886025855246,0.00175275620913887,0.00175247975885879,0.0017552790015973,0.00176000563201802,0.00176625395199322,0.00177386738567425,0.00178211822572309,0.00179121587733754,0.00180089324304855,0.00181067574418773,0.0018216595318335,0.00183523279928059,0.00185164611339481,0.00187034751056746,0.00189114565603843,0.00191405876160398,0.00193851044857132,0.00196432780702444,0.00199167479933876,0.00200960591627982
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Angola,AGO,1.01957601509466,0.966865641126569,0.91849471761946,0.965775643300561,0.951069768682142,0.810676972733782,0.815387085036386,0.820836438095978,0.886032980276111,0.940848252177258,0.976178185498281,0.976532176921039,0.981682218580684,1.09052260179579,1.13720270585859,1.1754292718486,1.0720530773493,0.924168969446141,0.839018754260571,0.851665227724358,0.61913898758344
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Antigua and Barbuda,ATG,1.80745407945323,1.73921045366707,1.94334821892201,2.09670792460582,2.10749628425158,2.1605054577885,2.42915984318396,2.62288260060707,2.78246815901196,3.16253430434938,3.26418190342241,2.45795301857944,2.59110703644281,2.94444949127907,3.14876358925252,3.25246899081748,3.49787148906846,3.06185612592298,3.24329674680509,3.72466179239088,3.00394138013632
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Argentina,ARG,3.67500561079405,3.49096906098567,3.2620858169305,3.51976128011969,3.85751040887454,3.91872470742059,4.10421553720694,4.32708912512489,4.4357867480596,4.03659973529201,4.29667743910718,4.43018394628793,4.47955623063869,4.53801219304993,4.41804077536038,4.51393025813273,4.42297985438054,4.3211555474833,4.25124625791196,4.07544537651257,3.76439263041561
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Armenia,ARM,1.10819285337307,1.13123482159537,0.969216826051628,1.09055773762765,1.18771525166672,1.41828756674294,1.42160468165393,1.65862135547403,1.82961355317288,1.46829745596869,1.41184971098266,1.61950526767727,1.87467345656559,1.81747187293183,1.91130798327693,1.86933368834454,1.79604317748889,1.90931059944955,2.00434489727181,2.16847257383966,2.33456018909337
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Aruba,ABW,2.9650726365523,2.96919257647175,3.2213219801464,3.67129112619191,3.66730433685804,3.94120960721053,4.26236104823701,4.5681477783325,4.49874649464411,4.84921853470336,4.73497122881439,2.82870817128208,3.60099894342522,3.90158504849775,4.12613405488404,4.28150427223695,4.45979379546939,4.29116659769164,4.27792265031035,5.10883400639177,4.16808641918462
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Australia,AUS,18.5965306696659,18.6985053620287,18.9082805468625,18.6663916262359,19.1615575634878,19.0359651886093,19.0774020161199,19.2372081651952,19.025898340921,18.9132381935116,18.8488476857263,18.4784761198108,18.1810955786986,17.539347865104,16.879485438679,16.8182097787642,16.8867624516931,16.7057285715517,16.3923595229437,16.0988040730969,15.3033375481418
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Austria,AUT,8.324302639459,8.87508077609209,9.05919197540893,9.62461873984399,9.74124219312709,9.77293038054145,9.46564254029169,9.09388442173437,9.04127094455132,8.15697774136276,8.82365601374751,8.60316626910845,8.18827683208677,8.20921615934672,7.71428196999985,7.79491452843608,7.75839255881075,7.96882910568673,7.59986883126006,7.71777223218227,7.02038295077731
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Azerbaijan,AZE,3.57756628481972,3.41712693559523,3.36349341344477,3.61609647684629,3.55154397158852,3.72018088979188,3.76440706932012,3.37021197254495,3.67786475568843,3.12746619265845,2.94177416953564,3.21251897671906,3.47260650634739,3.52681340510435,3.64172126943049,3.57769509855647,3.5269074665509,3.47367417990177,3.4972536087602,3.68917158464102,3.5077356151779
