Time,Time Code,Country Name,Country Code,GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],Trade (% of GDP) [NE.TRD.GNFS.ZS],"Population, total [SP.POP.TOTL]"
2005,YR2005,Afghanistan,AFG,6203256538.70967,254.184249149336,..,24404567
2005,YR2005,Albania,ALB,8256658249.8128,2741.72136549578,69.1162926602322,3011487
2005,YR2005,Algeria,DZA,107046618669.707,3233.13339634212,66.8404602203906,33109249
2005,YR2005,American Samoa,ASM,500000000,8831.26975996609,223.2,56617
2005,YR2005,Andorra,AND,3161084091.11674,40829.801876968,..,77421
2005,YR2005,Angola,AGO,36970900883.8109,1916.46842218625,106.590962129525,19291161
2005,YR2005,Antigua and Barbuda,ATG,1143896296.2963,14368.5708796058,..,79611
2005,YR2005,Argentina,ARG,198737095012.282,5067.65342293276,40.5512709706238,39216789
2005,YR2005,Armenia,ARM,4900469511.10191,1557.48458908655,70.1397385835334,3146400
2005,YR2005,Aruba,ABW,2360017318.43575,24171.8371325422,145.050280144237,97635
2005,YR2005,Australia,AUS,695692898676.56,34479.7679298388,39.1607469727979,20176844
2005,YR2005,Austria,AUT,313952317330.776,38157.37022862,94.6747547827805,8227829
2005,YR2005,Azerbaijan,AZE,13245421880.834,1578.36733030667,115.841884607706,8391850
2005,YR2005,"Bahamas, The",BHS,9836200000,28602.4181869995,81.3962709176308,343894
2005,YR2005,Bahrain,BHR,15968723404.2553,17966.1657837625,148.313525108923,888822
2005,YR2005,Bangladesh,BGD,69476001239.419,480.08585075452,34.396934864465,144715786
2005,YR2005,Barbados,BRB,3819500000,14214.4202213572,..,268706
2005,YR2005,Belarus,BLR,30210091836.8294,3126.07176665248,118.88435169233,9663915
2005,YR2005,Belgium,BEL,385714762230.039,36809.7013403619,144.529050669983,10478617
2005,YR2005,Belize,BLZ,1474950000,5272.74417207961,92.9523034679142,279731
2005,YR2005,Benin,BEN,6567654954.38903,779.437777753268,39.0959311879142,8426144
2005,YR2005,Bermuda,BMU,4868136000,77628.103522508,..,62711
2005,YR2005,Bhutan,BTN,860391000.221655,1299.94938578359,97.7434135429344,661865
2005,YR2005,Bolivia,BOL,9549122905.32852,1020.12326200737,67.6419413613743,9360754
2005,YR2005,Bosnia and Herzegovina,BIH,11222796336.5426,2739.61076866057,84.3554628217984,4096493
2005,YR2005,Botswana,BWA,9918907108.09702,5391.07076619634,88.5053520573505,1839877
2005,YR2005,Brazil,BRA,891633839894.183,4827.78173074714,27.0867952043315,184688101
2005,YR2005,British Virgin Islands,VGB,..,..,..,23665
