"","iso_o","indegree","outdegree","between","close","eigen","TIME_PERIOD","export","import","net_imp","gdp_pct","trade_openness","schooling","internet","energy","pop_den","co2","country","continent","category","development","LTE_year","adoption_year","adopted"
"1","ARG",71,74,17.6467032967033,4.34782608695683,0.0284572608416856,2009,84.341,38.806,-45.535,12285.38,34.06,16.7100296,34,1722.74,14.93,4.04,"Argentina","America","Emerging and Developing Economies",0,0,2014,1
"2","AUS",74,74,0,2.95857988165691,0.10983044958411,2009,176.239,175.671,-0.568000000000012,53237.01,45.74,22.26055018,74.3,5843.93,2.82,18.91,"Australia","Pacific","Advanced Economies",1,0,2011,1
"3","AUT",73,74,0.236111111111111,3.69003690036928,0.0367881918891434,2009,54.229,86.1,31.871,42372.48,87.6,15.86686993,73.5,3819.5,101.11,8.16,"Austria","Europe","Advanced Economies",1,0,2010,1
"4","BEL",74,74,0,2.59067357512965,0.0688752897754879,2009,99.587,137.985,38.398,39293.64,135.14,19.16604042,74.5,5161.34,355.93,9.95,"Belgium","Europe","Advanced Economies",1,0,2012,1
"5","BGD",70,72,149.667539405039,4.04858299595172,0.0173613706344018,2009,11.977,33.994,22.017,901.73,40.09,8.948829651,3.1,187.66,1159.05,0.37,"Bangladesh","Asia","Emerging and Developing Economies",0,0,2013,1
"6","BGR",71,73,16.4117826617827,4.38596491228101,0.00663444196242972,2009,27.213,21.303,-5.91,6288.73,92.69,14.2339201,45,2337.24,68.57,6.25,"Bulgaria","Europe","Emerging and Developing Economies",0,0,2014,1
"7","BLR",71,73,26.4781246531247,4.0000000000003,0.0140524298240793,2009,39.064,42.132,3.068,5200.77,108.64,15.51830006,27.4,2789,46.84,6.48,"Belarus","Europe","Emerging and Developing Economies",0,0,2011,1
"8","BRA",74,74,0,3.80228136882158,0.10450373542029,2009,222.61,158.228,-64.382,8246.1,22.11,15.05657938,39.2,1262.1,22.98,2.01,"Brazil","America","Emerging and Developing Economies",0,0,2011,1
"9","BRN",60,38,1705.80692085692,5.26315789473718,0.00135470637177939,2009,5.069,2.751,-2.318,32855.6,90.29,13.80313015,49,7906.16,73.05,20.84,"Brunei Darussalam","Asia","Emerging and Developing Economies",0,0,2013,1
"10","CAN",74,74,0,1.99203187251002,0.425346682979574,2009,331.534,273.77,-57.764,40376.42,58.47,15.31015968,80.3,7696.33,3.75,16.11,"Canada","America","Advanced Economies",1,0,2011,1
"11","CHE",74,74,0,3.13479623824461,0.0534134596241706,2009,39.166,97.11,57.944,79585.52,109.78,15.51601982,81.3,3460.61,195.98,5.77,"Switzerland","Europe","Advanced Economies",1,0,2012,1
"12","CHL",72,73,5.65952380952381,4.098360655738,0.0330113351636018,2009,41.555,43.103,1.548,11116.41,66.69,14.88204002,41.6,1735.84,22.88,4.01,"Chile","America","Emerging and Developing Economies",0,0,2013,1
"13","CHN",74,74,0,0.623830318153471,0.371592384034451,2009,1835.759,766.032,-1069.727,5237.77,44.42,12.85252953,28.9,1728.62,141.8,6.27,"China","Asia","Emerging and Developing Economies",0,0,2013,1
"14","CIV",70,64,284.047274947275,4.40528634361265,0.00271402567734623,2009,6.975,7.026,0.0510000000000002,1473.92,66.67,7.642139753,2,426.34,69.18,0.29,"Côte d'Ivoire","Africa","Emerging and Developing Economies",0,0,2016,1
"15","CMR",66,61,367.873858086358,4.48430493273573,0.00426952243807883,2009,6.098,6.53,0.432,1290.9,42.18,10.00405025,3.84,363.55,40.43,0.4,"Cameroon","Africa","Emerging and Developing Economies",0,0,2016,1
