"","iso_o","indegree","outdegree","between","close","eigen","TIME_PERIOD","export","import","net_imp","gdp_pct","trade_openness","schooling","internet","energy","pop_den","co2","country","continent","category","development","LTE_year","adoption_year","adopted"
"1","ARG",70,73,0,2.6041666666668,0.0252596773910615,2020,85.213,38.756,-46.457,11393.05,30.2,18.36116028,85.5,1623.92,16.51,3.76,"Argentina","America","Emerging and Developing Economies",0,1,2014,1
"2","AUS",74,74,0,2.38663484486887,0.12618009306146,2020,190.556,157.005,-33.551,58132.8,44.66,20.93943977,94.7,5159.04,3.33,15.3,"Australia","Pacific","Advanced Economies",1,1,2011,1
"3","AUT",73,74,0,2.39234449760776,0.0368357988360712,2020,61.542,87.066,25.524,43428.7,99.95,16.12446976,87.5,3546.5,108.06,7.02,"Austria","Europe","Advanced Economies",1,1,2010,1
"4","BEL",74,74,0,2.54452926208664,0.0438825439211351,2020,87.215,108.903,21.688,40769.02,156.95,19.27527046,91.5,4386.43,378.39,8,"Belgium","Europe","Advanced Economies",1,1,2012,1
"5","BGD",74,71,0,2.4154589371982,0.028239164847115,2020,16.266,58.028,41.762,1604.67,26.27,11.94633007,36.1,272.08,1277.54,0.62,"Bangladesh","Asia","Emerging and Developing Economies",0,1,2013,1
"6","BGR",72,73,71.6640276390277,2.73972602739739,0.00717230843035035,2020,35.751,26.403,-9.348,8450.6,110.32,15.61781979,70.2,2664.55,60.34,6.03,"Bulgaria","Europe","Emerging and Developing Economies",0,1,2014,1
"7","BLR",72,73,0.410714285714286,2.46305418719224,0.0132998724875184,2020,50.383,41.879,-8.504,6251.99,118.93,14.26484013,85.1,2673.87,46.21,6.2,"Belarus","Europe","Emerging and Developing Economies",0,1,2011,1
"8","BRA",74,74,0,2.7700831024932,0.114760629065419,2020,401.505,151.003,-250.502,8435.01,32.3,15.44596004,81.3,1379.25,24.96,2.14,"Brazil","America","Emerging and Developing Economies",0,1,2011,1
"9","BRN",63,41,2291.31507936508,3.12500000000012,0.00184773520527676,2020,4.815,3.757,-1.058,30015.96,110.29,13.69861984,96.3,9175.89,84.9,22.14,"Brunei Darussalam","Asia","Emerging and Developing Economies",0,1,2013,1
"10","CAN",74,74,0,1.77304964539014,0.32427311742815,2020,356.923,239.984,-116.939,42366.13,61.16,15.94466972,92.3,7495.08,4.24,14.38,"Canada","America","Advanced Economies",1,1,2011,1
"11","CHE",74,74,33.9218253968254,2.69541778975754,0.0529696264214932,2020,41.467,102.914,61.447,84637.01,121.79,16.43366051,94.3,2690.39,218.63,4.15,"Switzerland","Europe","Advanced Economies",1,1,2012,1
"12","CHL",69,74,50.0562271062271,2.89017341040476,0.0417475557201616,2020,42.622,45.724,3.102,12679.02,58.18,16.34049988,87.5,1946.17,26.08,4.52,"Chile","America","Emerging and Developing Economies",0,1,2013,1
"13","CHN",74,74,0,0.126984126984127,0.548948637987069,2020,2103.169,1459.007,-644.162,10573.64,34.04,15.21793605,70.1,2465.97,150.31,8.52,"China","Asia","Emerging and Developing Economies",0,1,2013,1
"14","CIV",73,60,320.39188034188,2.83286118980183,0.00300435794865942,2020,4.305,7.206,2.901,2055.08,41.94,10.10165024,36,375.32,90.93,0.45,"Côte d'Ivoire","Africa","Emerging and Developing Economies",0,1,2016,1
"15","CMR",74,60,445.639882339882,2.86532951289411,0.00260419400275664,2020,5.983,6.276,0.293,1434.52,33.74,10.97260818,41.2,386.88,55.45,0.4,"Cameroon","Africa","Emerging and Developing Economies",0,1,2016,1
"16","COL",72,71,81.5415140415141,2.72479564032711,0.0357222957473325,2020,28.677,34.761,6.084,5891.96,34.06,14.27917004,69.8,810.05,45.63,1.6,"Colombia","America","Emerging and Developing Economies",0,1,2012,1
"17","CRI",69,68,920.274805749806,3.01204819277121,0.0109029530577111,2020,5.773,11.446,5.673,12242.21,60.14,16.09200378,80.5,948.98,98.6,1.43,"Costa Rica","America","Emerging and Developing Economies",0,1,2013,1
"18","CYP",70,70,414.771522921523,2.80898876404508,0.00195421806564899,2020,3.897,6.282,2.385,27391.59,160.67,16.22817039,90.8,1638.57,140.94,5.22,"Cyprus","Europe","Advanced Economies",1,1,2015,1
"19","CZE",73,74,0.410714285714286,2.48138957816388,0.0382055093452462,2020,71.347,70.309,-1.03800000000001,19233.15,128.78,16.1389904,81.3,3764.47,138.58,8.82,"Czech Republic","Europe","Advanced Economies",1,1,2012,1
"20","DEU",74,74,0,1.31926121372034,0.264813051633716,2020,395.876,589.595,193.719,42362.65,72.99,17.22598076,89.8,3349.2,238.02,7.73,"Germany","Europe","Advanced Economies",1,1,2011,1
"21","DNK",74,74,0,2.59067357512965,0.0244797037555956,2020,69.981,58.609,-11.372,55934.56,104.43,18.64031982,96.5,2637.04,145.79,4.77,"Denmark","Europe","Advanced Economies",1,1,2010,1
"22","EGY",73,74,71.0606532356532,2.81690140845084,0.0307242662605893,2020,21.831,61.509,39.678,3770.87,32.13,12.91180992,71.9,805.26,109.81,2.07,"Egypt","Africa","Emerging and Developing Economies",0,1,2017,1
"23","ESP",74,74,0,2.54452926208664,0.0875253943778443,2020,135.309,184.951,49.642,25077.02,59.45,17.4695797,93.2,2303.51,94.8,4.62,"Spain","Europe","Advanced Economies",1,1,2013,1
"24","EST",72,70,76.3449494949495,2.68817204301088,0.0037796298528693,2020,9.663,11.166,1.503,19946.95,137.39,15.77509975,89.1,3368.24,31.1,8.64,"Estonia","Europe","Advanced Economies",1,1,2010,1
"25","FIN",74,74,2.2,2.5839793281655,0.0195057880875978,2020,33.512,43.69,10.178,44690.98,72.18,19.04858017,92.2,5739.25,18.19,7.14,"Finland","Europe","Advanced Economies",1,1,2010,1
"26","FRA",74,74,0,1.01010101010103,0.144306186269014,2020,158.304,301.702,143.398,35709.2,58.84,15.95796013,84.7,3228.49,125.43,4.25,"France","Europe","Advanced Economies",1,1,2012,1
"27","GBR",74,74,0,1.56985871271589,0.160983325706452,2020,122.411,270.238,147.827,42429.19,58.78,17.37801933,94.8,2317.41,275.88,4.78,"United Kingdom","Europe","Advanced Economies",1,1,2012,1
"28","GRC",73,73,92.6417748917749,2.7322404371586,0.016425626739689,2020,51.622,51.497,-0.125,17486.95,70.29,19.47872925,78.1,1839.49,83,4.9,"Greece","Europe","Advanced Economies",1,1,2012,1
"29","HKG",72,74,0,2.51889168765754,0.0849138406462732,2020,42.432,92.471,50.039,41451.33,350.68,17.06225014,92.4,1655.13,7124.76,4.7,"Hong Kong SAR","Asia","Advanced Economies",1,1,2010,1
"30","HRV",66,71,45.940811965812,2.65957446808524,0.00282231003577152,2020,8.464,12.093,3.629,13544.97,89.53,16.10606956,78.3,2104.85,69.95,4.41,"Croatia","Europe","Advanced Economies",1,1,2012,1
"31","HUN",69,74,6.32896825396826,2.39808153477231,0.0232469076705861,2020,50.79,54.816,4.026,14664.3,154.3,15.05879021,84.8,2713.18,105.97,5.07,"Hungary","Europe","Emerging and Developing Economies",0,1,2012,1
"32","IDN",74,74,0,2.09205020920508,0.0961940239276345,2020,161.936,131.207,-30.729,3739.45,32.97,13.34878254,53.7,848.44,146.37,2.16,"Indonesia","Asia","Emerging and Developing Economies",0,1,2013,1
"33","IND",74,74,0,1.00401606425705,0.211184133802369,2020,480.591,384.225,-96.366,1806.5,37.76,12.1291399,43.4,632.24,471.76,1.65,"India","Asia","Emerging and Developing Economies",0,1,2012,1
