"","iso_o","indegree","outdegree","between","close","eigen","TIME_PERIOD","export","import","net_imp","gdp_pct","trade_openness","schooling","internet","energy","pop_den","co2","country","continent","category","development","LTE_year","adoption_year","adopted"
"1","ARG",69,73,1.6,3.6101083032493,0.0142074598161184,2003,81.623,23.903,-57.72,9545.53,40.64,16.26638985,11.9,1590.62,14.04,3.52,"Argentina","America","Emerging and Developing Economies",0,0,2014,1
"2","AUS",74,74,0,3.021148036254,0.069240732152464,2003,147.485,131.724,-15.761,48394.13,40.2,21.2734197,27.593698630137,5615.58,2.57,18.67,"Australia","Pacific","Advanced Economies",1,0,2011,1
"3","AUT",73,74,0,3.67647058823555,0.0335829545858462,2003,55.074,84.624,29.55,39569.29,86.88,15.45795218,42.7,3956.94,98.42,9.62,"Austria","Europe","Advanced Economies",1,0,2010,1
"4","BEL",73,74,0,2.39234449760776,0.0699981047724238,2003,110.173,133.688,23.515,36826.27,132.72,18.70292091,50,5609.48,342.07,11.89,"Belgium","Europe","Advanced Economies",1,0,2012,1
"5","BGD",69,65,570.316044082337,4.44444444444472,0.00844389526799979,2003,8.746,25.727,16.981,676.83,27.66,8.174194781,0.16,153.14,1082.97,0.26,"Bangladesh","Asia","Emerging and Developing Economies",0,0,2013,1
"6","BGR",70,73,14.8857864357864,3.77358490566063,0.00303092298514989,2003,23.118,14.223,-8.895,4519.18,79.01,13.66489029,12,2489.51,71.48,6.88,"Bulgaria","Europe","Emerging and Developing Economies",0,0,2014,1
"7","BLR",66,73,71.7691520897404,3.8759689922483,0.00662495154033341,2003,47.568,46.636,-0.932000000000002,3137.26,134.14,14.37414853,27.593698630137,2652.44,48.3,5.7,"Belarus","Europe","Emerging and Developing Economies",0,0,2011,1
"8","BRA",71,74,1.23076923076923,4.00000000000026,0.0530426471494475,2003,254.581,101.388,-153.193,6941.44,28.14,14.74607564,13.2,1107.97,21.61,1.92,"Brazil","America","Emerging and Developing Economies",0,0,2011,1
"9","BRN",47,31,1367.31329862948,4.6296296296299,0.00107396696323563,2003,3.672,2.373,-1.299,38595.17,89.09,12.22157955,19.6,7227.93,65.78,18.61,"Brunei Darussalam","Asia","Emerging and Developing Economies",0,0,2013,1
"10","CAN",74,74,0,2.76243093922662,0.458439723171532,2003,357.827,272.631,-85.1960000000001,39270.02,69.84,15.52014133,64.2,8303.43,3.53,18.13,"Canada","America","Advanced Economies",1,0,2011,1
"11","CHE",74,74,0,3.5087719298248,0.0441336515045414,2003,33.533,87.428,53.895,73254.95,90.34,15.10202026,65.1,3524.61,185.7,6.25,"Switzerland","Europe","Advanced Economies",1,0,2012,1
"12","CHL",70,74,134.665996297304,4.46428571428599,0.0156406516264884,2003,30.122,33.828,3.706,9130.78,65.69,13.74680042,25.5,1612.23,21.55,3.38,"Chile","America","Emerging and Developing Economies",0,0,2013,1
"13","CHN",74,74,0,0.720461095100871,0.222061714884447,2003,1219.364,528.929,-690.435,2857.04,51.08,10.85249233,6.2,1105.14,137.24,3.72,"China","Asia","Emerging and Developing Economies",0,0,2013,1
"14","CIV",61,65,47.2840909090909,3.83141762452134,0.00188433053802636,2003,7.877,5.529,-2.348,1441.59,53.26,6.872231992,0.76,345.06,60.14,0.3,"Côte d'Ivoire","Africa","Emerging and Developing Economies",0,0,2016,1
"15","CMR",70,57,230.046339281633,4.04858299595168,0.00153608101312536,2003,4.997,5.485,0.488,1221.09,40.24,8.556240082,0.59,435.15,34.19,0.35,"Cameroon","Africa","Emerging and Developing Economies",0,0,2016,1
"16","COL",70,71,58.3906157567922,4.01606425702838,0.0269898798584345,2003,31.555,26.796,-4.759,4154.18,36.52,12.40696001,7.39,637.73,36.9,1.45,"Colombia","America","Emerging and Developing Economies",0,0,2012,1
"17","CRI",54,64,486.334375548772,4.40528634361261,0.0105393971889723,2003,6.259,9.013,2.754,8207.46,83.33,11.91671515,20.3,788.06,81.06,1.46,"Costa Rica","America","Emerging and Developing Economies",0,0,2013,1
"18","CYP",67,69,62.055621481202,3.96825396825423,0.0030891371349232,2003,5.389,8.071,2.682,23930.78,114,13.34300041,30.1,2345.28,108.18,7.85,"Cyprus","Europe","Advanced Economies",1,0,2015,1
"19","CZE",73,72,0,2.86532951289407,0.0174161920779647,2003,61.903,52.687,-9.216,13618.93,94.65,15.16322994,34.3,4387.21,131.93,12.82,"Czech Republic","Europe","Advanced Economies",1,0,2012,1
