"","iso_o","indegree","outdegree","between","close","eigen","TIME_PERIOD","export","import","net_imp","gdp_pct","trade_openness","schooling","internet","energy","pop_den","co2","country","continent","category","development","LTE_year","adoption_year","adopted"
"1","ARG",73,73,96.9368439953579,3.84615384615409,0.0421196258959107,2011,80.757,59.466,-21.291,14040.62,35.21,17.26371956,51,1865.26,15.25,4.43,"Argentina","America","Emerging and Developing Economies",0,0,2014,1
"2","AUS",74,74,0,2.64550264550274,0.132498952597642,2011,179.157,213.612,34.455,54111.36,41.85,22.58959368,79.5,5698.66,2.91,18.48,"Australia","Pacific","Advanced Economies",1,1,2011,1
"3","AUT",74,74,51.0954409316174,3.69003690036925,0.0442279449656056,2011,73.057,106.937,33.88,44146.2,105.78,16.17313004,78.7,3927.58,101.69,8.6,"Austria","Europe","Advanced Economies",1,1,2010,1
"4","BEL",74,74,0,2.35849056603784,0.0678486121057039,2011,117.172,157.496,40.324,40236.96,160.77,19.04887962,81.6,5063.17,363.9,9.47,"Belgium","Europe","Advanced Economies",1,0,2012,1
"5","BGD",69,73,264.551881551541,4.08163265306148,0.0165640883436635,2011,16.862,38.76,21.898,995.58,47.42,9.648881095,4.5,200.3,1179.93,0.43,"Bangladesh","Asia","Emerging and Developing Economies",0,0,2013,1
"6","BGR",69,72,27.8387196137196,3.74531835206018,0.00632661762040089,2011,42.239,25.772,-16.467,6605.31,117.42,14.58668041,48,2592.52,67.69,7.46,"Bulgaria","Europe","Emerging and Developing Economies",0,0,2014,1
"7","BLR",71,73,22.6214285714286,3.48432055749152,0.0161781419978504,2011,57.589,50.294,-7.295,5941.69,157.97,15.69522953,39.6,3081.68,46.63,6.65,"Belarus","Europe","Emerging and Developing Economies",0,1,2011,1
"8","BRA",74,73,0,3.31125827814593,0.148512774656762,2011,249.698,225.931,-23.767,9067.99,23.93,15.16152681,45.7,1390.01,23.36,2.37,"Brazil","America","Emerging and Developing Economies",0,1,2011,1
"9","BRN",60,38,1800.08977933573,4.36681222707449,0.00203199014789617,2011,5.623,3.632,-1.991,33754.36,99.54,14.1947403,56,9699.3,75.79,19.68,"Brunei Darussalam","Asia","Emerging and Developing Economies",0,0,2013,1
"10","CAN",74,74,0,1.90476190476195,0.423831165873607,2011,360.192,328.242,-31.95,42043.64,62.5,15.24262047,83,7716.25,3.83,16.77,"Canada","America","Advanced Economies",1,1,2011,1
"11","CHE",74,74,0,3.31125827814593,0.0537623267411009,2011,45.562,110.637,65.075,81874.34,125.56,15.6731596,85.2,3181.07,200.25,5.35,"Switzerland","Europe","Advanced Economies",1,0,2012,1
"12","CHL",73,74,162.528027785768,3.96825396825422,0.0472832133015057,2011,48.18,60.955,12.775,12252.84,72.48,15.31116009,52.2,1937.32,23.34,4.56,"Chile","America","Emerging and Developing Economies",0,0,2013,1
"13","CHN",74,74,0,0.364830353885445,0.487606017973994,2011,2282.057,1116.733,-1165.324,6275.91,49.95,13.15779018,38.3,2027.47,143.27,7.42,"China","Asia","Emerging and Developing Economies",0,0,2013,1
"14","CIV",66,61,318.789083869347,3.77358490566062,0.00196403001173948,2011,5.952,4.888,-1.064,1426.46,64.72,7.898775673,2.9,412.2,72.27,0.31,"Côte d'Ivoire","Africa","Emerging and Developing Economies",0,0,2016,1
"15","CMR",66,63,158.370234765235,3.70370370370394,0.00477135522846308,2011,6.581,5.963,-0.617999999999999,1297.31,51.52,10.74050999,5,363.17,42.8,0.37,"Cameroon","Africa","Emerging and Developing Economies",0,0,2016,1
"16","COL",72,67,166.63844268047,3.77358490566062,0.0432617915217724,2011,42.233,47.252,5.01900000000001,5517.1,39.47,14.50032043,40.4,710.26,40.79,1.56,"Colombia","America","Emerging and Developing Economies",0,0,2012,1
"17","CRI",63,63,275.471934829876,4.13223140495894,0.0118448929965755,2011,6.134,10.948,4.814,10612.47,68.64,13.96718979,39.2,992.84,90.28,1.67,"Costa Rica","America","Emerging and Developing Economies",0,0,2013,1
"18","CYP",68,68,305.273121437386,3.86100386100411,0.00233190904648976,2011,3.343,5.67,2.327,25538.78,110.62,13.94190979,56.9,2093.44,124.08,6.68,"Cyprus","Europe","Advanced Economies",1,0,2015,1
"19","CZE",73,72,103.29512794567,3.80228136882154,0.0377928495786598,2011,91.259,86.504,-4.755,16926.28,136.75,16.36347008,70.5,4144.4,135.91,11.25,"Czech Republic","Europe","Advanced Economies",1,0,2012,1
"20","DEU",74,74,0,1.92678227360313,0.318162311209104,2011,544.683,754.076,209.393,40712.66,78.41,16.95152342,81.3,3891.87,230.3,9.82,"Germany","Europe","Advanced Economies",1,1,2011,1
"21","DNK",74,74,0,3.38983050847479,0.0272106206327707,2011,82.358,62.6,-19.758,51667.53,102.01,18.35436058,89.8,3218.55,139.26,7.81,"Denmark","Europe","Advanced Economies",1,1,2010,1
"22","EGY",73,74,36.4132756132756,3.70370370370395,0.0269983455903875,2011,38.882,51.306,12.424,3222.38,45.26,11.21022987,25.6,860.05,91.51,2.41,"Egypt","Africa","Emerging and Developing Economies",0,0,2017,1
