"","iso_o","indegree","outdegree","between","close","eigen","TIME_PERIOD","export","import","net_imp","gdp_pct","trade_openness","schooling","internet","energy","pop_den","co2","country","continent","category","development","LTE_year","adoption_year","adopted"
"1","ARG",72,74,0,3.81679389313002,0.0323031876314064,2008,90.857,55.295,-35.562,13197.36,40.4,16.38180923,28.1,1889.41,14.77,4.44,"Argentina","America","Emerging and Developing Economies",0,0,2014,1
"2","AUS",74,74,0,2.28832951945091,0.0951989023175513,2008,170.207,180.5,10.293,53336.1,42.85,22.09602843,71.7,5951.19,2.77,19.03,"Australia","Pacific","Advanced Economies",1,0,2011,1
"3","AUT",73,73,0,3.6496350364966,0.0396030979477789,2008,68.862,101.302,32.44,44063.86,102.74,15.86114979,72.9,4027.91,100.84,9.04,"Austria","Europe","Advanced Economies",1,0,2010,1
"4","BEL",73,74,0,1.81488203266793,0.0890633757091437,2008,141.698,188.291,46.593,40380.91,161.09,19.13726044,68.9,5425.01,353.08,10.68,"Belgium","Europe","Advanced Economies",1,0,2012,1
"5","BGD",68,72,142.480193271641,3.95256916996073,0.0136038110822725,2008,11.93,32.224,20.294,866.46,42.62,8.411370277,2.5,180.4,1148.3,0.34,"Bangladesh","Asia","Emerging and Developing Economies",0,0,2013,1
"6","BGR",71,72,27.5277777777778,3.69003690036926,0.00880534074687868,2008,36.971,30.954,-6.017,6464.72,124.69,14.18344975,39.7,2647.46,68.99,7.28,"Bulgaria","Europe","Emerging and Developing Economies",0,0,2014,1
"7","BLR",70,74,0,3.58422939068125,0.0142214569321443,2008,48.602,48.676,0.0740000000000052,5177.65,129.6,15.4284296,23,2939.41,46.96,6.8,"Belarus","Europe","Emerging and Developing Economies",0,0,2011,1
"8","BRA",74,74,0,3.6496350364966,0.113687050570144,2008,250.864,204.872,-45.992,8330.76,27.26,15.00437839,33.8,1317.24,22.78,2.17,"Brazil","America","Emerging and Developing Economies",0,0,2011,1
"9","BRN",59,36,2154.7063679011,4.97512437810973,0.00124125311331584,2008,5.259,2.761,-2.498,34126.69,89.75,13.53855038,46,9379.4,71.69,23.58,"Brunei Darussalam","Asia","Emerging and Developing Economies",0,0,2013,1
"10","CAN",74,74,0,1.96463654223973,0.445080889481104,2008,373.515,332.931,-40.584,42067.57,67.02,15.2363596,76.7,8098.35,3.71,17.28,"Canada","America","Advanced Economies",1,0,2011,1
"11","CHE",74,74,0,3.01204819277117,0.049172041920282,2008,44.366,99.568,55.202,82481.07,116.78,15.48637962,79.2,3480.2,193.54,6.02,"Switzerland","Europe","Advanced Economies",1,0,2012,1
"12","CHL",72,73,17.9107142857143,3.80228136882155,0.0416241600551781,2008,48.718,60.658,11.94,11356.09,80.68,14.85708046,37.3,1801.28,22.65,4.24,"Chile","America","Emerging and Developing Economies",0,0,2013,1
"13","CHN",74,74,0,0.968992248062036,0.3637299859072,2008,2319.171,848.084,-1471.087,4811.47,56.71,12.51947975,22.6,1629.98,141.1,5.88,"China","Asia","Emerging and Developing Economies",0,0,2013,1
"14","CIV",68,68,350.89433088841,4.04858299595168,0.00237096907932678,2008,7.751,6.28,-1.471,1454.63,61.94,7.513821793,1.9,475.69,67.66,0.32,"Côte d'Ivoire","Africa","Emerging and Developing Economies",0,0,2016,1
"15","CMR",67,60,481.991738816739,4.2918454935625,0.00242729453204705,2008,6.516,5.169,-1.347,1295.02,56.92,9.529709816,3.4,345.87,39.29,0.38,"Cameroon","Africa","Emerging and Developing Economies",0,0,2016,1
"16","COL",71,72,22.2224728487886,3.77358490566062,0.0389505115680207,2008,39.074,42.965,3.89100000000001,5048.57,39.17,13.99300003,25.6,691.92,39.44,1.38,"Colombia","America","Emerging and Developing Economies",0,0,2012,1
"17","CRI",63,67,371.902813852814,4.27350427350455,0.011947418722688,2008,6.776,12.008,5.232,10104.91,86.4,13.15365423,32.3,1006.23,86.96,1.72,"Costa Rica","America","Emerging and Developing Economies",0,0,2013,1
"18","CYP",71,71,225.267947330447,4.3290043290046,0.0033756578992072,2008,5.209,9.969,4.76,27449.23,112.93,13.6665802,42.3,2399.22,118.08,7.78,"Cyprus","Europe","Advanced Economies",1,0,2015,1
"19","CZE",73,73,7.46031746031746,3.84615384615411,0.0335661537647749,2008,92.08,86.567,-5.51299999999999,17190.65,123.9,15.67990017,63,4360.03,134.45,12.14,"Czech Republic","Europe","Advanced Economies",1,0,2012,1
"20","DEU",74,74,0,0.471920717319493,0.301394390112649,2008,532.291,747.244,214.953,38996.14,76.1,16.73656422,78,4081.88,235.52,10.11,"Germany","Europe","Advanced Economies",1,0,2011,1
"21","DNK",74,74,0,3.6496350364966,0.0342030312545337,2008,99.142,83.966,-15.176,53572.53,104.47,16.71553993,85,3502.69,137.34,9.22,"Denmark","Europe","Advanced Economies",1,0,2010,1
"22","EGY",74,74,0.642857142857143,3.92156862745124,0.0319732980991422,2008,60.587,65.561,4.974,3052.21,71.68,11.00654984,18,859.15,86.26,2.35,"Egypt","Africa","Emerging and Developing Economies",0,0,2017,1
"23","ESP",74,74,0,2.88184438040355,0.13064264810024,2008,182.655,310.052,127.397,27112.53,55.83,15.8737402,59.6,3015.01,92.13,7.47,"Spain","Europe","Advanced Economies",1,0,2013,1
"24","EST",69,69,97.9103807741966,4.20168067226918,0.0030671748519267,2008,12.237,10.59,-1.647,16689,136.68,16.2975502,70.6,4142.51,31.54,15.06,"Estonia","Europe","Advanced Economies",1,0,2010,1
"25","FIN",73,74,0,3.40136054421789,0.0295073698852209,2008,60.986,76.05,15.064,46359.87,86.19,17.10404968,83.7,6654.45,17.48,11.26,"Finland","Europe","Advanced Economies",1,0,2010,1
"26","FRA",74,74,0,2.38095238095249,0.200223021134386,2008,248.957,463.507,214.55,36257.37,59.18,15.2978096,70.7,4137.72,119.45,5.95,"France","Europe","Advanced Economies",1,0,2012,1
"27","GBR",74,74,0,1.16550116550119,0.214510203584168,2008,217.655,423.075,205.42,44065.62,56.7,16.05381966,78.4,3370.16,255.47,8.64,"United Kingdom","Europe","Advanced Economies",1,0,2012,1
"28","GRC",73,74,15.1654761904762,4.01606425702838,0.0328822432025611,2008,45.941,89.993,44.052,23923.88,57.11,16.28445689,38.2,2749.78,85.94,9.19,"Greece","Europe","Advanced Economies",1,0,2012,1
"29","HKG",74,74,0,2.77008310249317,0.078195421451955,2008,80.93,113.827,32.897,36924.1,376.66,15.70619965,66.7,1985.31,6626.48,6.2,"Hong Kong SAR","Asia","Advanced Economies",1,0,2010,1
"30","HRV",73,71,191.853764145212,4.20168067226917,0.00649747440204477,2008,11.069,19.808,8.739,12970.93,82.07,14.49470997,44.2,2276.14,77.01,5.41,"Croatia","Europe","Advanced Economies",1,0,2012,1
"31","HUN",71,72,0.626984126984127,3.59712230215851,0.025272385469641,2008,62.127,70.112,7.98499999999999,11929.72,158.45,15.4487896,61,2676.91,112.02,5.76,"Hungary","Europe","Emerging and Developing Economies",0,0,2012,1
"32","IDN",74,74,0,3.33333333333357,0.0829080108882511,2008,174.14,152.686,-21.454,2464.6,58.56,11.97515011,7.92,632.51,127.91,1.65,"Indonesia","Asia","Emerging and Developing Economies",0,0,2013,1
"33","IND",74,74,0,2.19780219780231,0.139533542369533,2008,383.868,327.165,-56.703,1086.51,53.37,10.86855984,4.38,481.55,406.27,1.24,"India","Asia","Emerging and Developing Economies",0,0,2012,1
"34","IRL",74,74,8.08318713450292,3.87596899224832,0.0457818606904578,2008,56.239,67.148,10.909,49512.43,160.04,17.26186943,65.3,3311.74,65.17,10.31,"Ireland","Europe","Advanced Economies",1,0,2013,1
"35","ISL",66,66,338.180605870738,4.11522633744883,0.00234590354116731,2008,5.031,4.055,-0.976,53821.47,82.69,18.00515938,91,17341.07,3.17,11.91,"Iceland","Europe","Advanced Economies",1,0,2013,1
"36","ISR",73,73,2.64285714285714,3.58422939068126,0.0274442469360937,2008,26.378,53.35,26.972,32554.04,75.38,14.56844997,59.4,3130.72,337.74,9.29,"Israel","Asia","Advanced Economies",1,0,2014,1
"37","ITA",74,74,0,3.6496350364966,0.165266622640888,2008,258.675,455.977,197.302,33550.63,54.21,16.35217094,44.5,3067.9,200.23,7.86,"Italy","Europe","Advanced Economies",1,0,2012,1
"38","JOR",65,69,75.780962823726,4.04858299595168,0.00522089227011751,2008,9.583,15.162,5.579,4489.96,140.91,12.88105965,23,1011.35,79.21,2.93,"Jordan","Asia","Emerging and Developing Economies",0,0,2014,1
"39","JPN",74,74,0,0.846023688663298,0.451392900850533,2008,368.783,823.33,454.547,33557.65,34.13,15.23867335,75.4,3867.14,351.34,9.57,"Japan","Asia","Advanced Economies",1,0,2010,1
"40","KAZ",70,71,25.6793151293151,3.90625000000026,0.0214240920687314,2008,151.566,53.74,-97.826,8216.52,94.29,14.56955481,11,4253.35,6.08,15.8,"Kazakhstan","Asia","Emerging and Developing Economies",0,0,2012,1
"41","KHM",50,67,1074.90429103061,4.52488687782833,0.00341711412262446,2008,11.912,7.776,-4.136,1090.57,130.39,11.05580997,0.51,296.39,79.61,0.29,"Cambodia","Asia","Emerging and Developing Economies",0,0,2015,1
"42","KOR",74,74,0,2.14592274678123,0.281328595713916,2008,351.211,476.263,125.052,23887.06,95.52,16.69165039,81,4512.97,505.77,11.08,"Korea","Asia","Advanced Economies",1,0,2011,1
"43","LAO",71,51,675.55362970363,4.23728813559348,0.0011101602363479,2008,3.494,2.669,-0.825,1381.74,81.85,9.553330421,3.55,406.73,26.64,0.34,"Lao P.D.R.","Asia","Emerging and Developing Economies",0,0,2017,1
"44","LTU",68,72,84.9201992451993,3.73134328358235,0.00588656811902554,2008,18.663,22.569,3.906,12324.52,126.76,17.09845924,55.2,2978.88,51.03,4.95,"Lithuania","Europe","Advanced Economies",1,0,2011,1
"45","LUX",74,74,0,3.66300366300391,0.0072047311551618,2008,16.945,17.299,0.353999999999999,110094.79,292.21,13.33858967,82.2,8625.43,189.81,22.95,"Luxembourg","Europe","Advanced Economies",1,0,2012,1
"46","LVA",61,69,568.094083694084,4.36681222707451,0.00290090225827573,2008,6.7,12.371,5.671,12506.69,95.77,16.32238007,63.4,2106.6,34.99,3.89,"Latvia","Europe","Advanced Economies",1,0,2011,1
"47","MAR",71,74,23.8988095238095,4.04858299595168,0.0143538670291153,2008,19.415,34.616,15.201,2648.59,77.83,10.36264038,33.1,507.93,70.82,1.56,"Morocco","Africa","Emerging and Developing Economies",0,0,2015,1
"48","MEX",74,73,1.96929824561403,3.96825396825423,0.323212500069599,2008,188.783,236.421,47.638,9826.34,56.37,13.19239044,21.7,1678.23,56.78,4.28,"Mexico","America","Emerging and Developing Economies",0,0,2012,1
"49","MLT",67,67,498.859461737093,3.80228136882155,0.0019963792969666,2008,4.194,4.656,0.462000000000001,20064.44,185.75,14.89570999,50.1,2153.75,1279.31,6.67,"Malta","Europe","Advanced Economies",1,0,2013,1
"50","MMR",72,66,395.753375279691,4.16666666666694,0.00160894922496801,2008,18.841,3.883,-14.958,714.62,99.9267123287671,8.942250859,0.22,309.29,74.07,0.17,"Myanmar","Asia","Emerging and Developing Economies",0,0,2013,1
"51","MYS",74,74,0,2.66666666666677,0.0615754186175477,2008,238.832,116.856,-121.976,7976.12,176.67,12.36715031,55.8,2678.82,83.91,7.84,"Malaysia","Asia","Emerging and Developing Economies",0,0,2013,1
"52","NGA",74,68,15.9266233766234,3.937007874016,0.0241009835019523,2008,95.466,40.907,-54.559,2098.28,99.9267123287671,8.493925667,8,287.1,173.03,0.58,"Nigeria","Africa","Emerging and Developing Economies",0,0,2013,1
"53","NLD",74,74,0,3.6496350364966,0.0822661663944103,2008,156.1,180.789,24.689,46227.21,130.15,16.80303001,87.4,4755.09,487.13,10.94,"The Netherlands","Europe","Advanced Economies",1,0,2012,1
"54","NOR",74,74,113.103100554416,3.86100386100412,0.0335169958074887,2008,62.559,79.961,17.402,75535.21,74.79,17.37862015,90.6,6412.35,13.05,9.88,"Norway","Europe","Advanced Economies",1,0,2009,1
"55","NZL",74,74,3.40979853479853,3.69003690036926,0.014849691683051,2008,37.171,30.459,-6.712,35739.36,64.26,19.31544495,72,4100.76,16.18,8.48,"New Zealand","Pacific","Advanced Economies",1,0,2013,1
"56","PAK",71,74,25.9547369297369,4.08163265306149,0.0153081636189677,2008,29.263,42.406,13.143,1258.05,34.35,6.004640102,7,437.79,245.82,0.83,"Pakistan","Asia","Emerging and Developing Economies",0,0,2014,1
"57","PER",70,70,136.489400584795,4.0322580645164,0.021377490320265,2008,27.291,30.355,3.064,4778.53,58.43,13.21565628,30.6,581.6,22.44,1.36,"Peru","America","Emerging and Developing Economies",0,0,2014,1
"58","PHL",71,74,230.594444444444,3.50877192982481,0.0240202121484033,2008,42.628,48.129,5.501,2264.95,67.68,11.55778027,6.22,439.08,310.89,0.84,"Philippines","Asia","Emerging and Developing Economies",0,0,2011,1
"59","POL",73,72,0,2.63157894736852,0.0599504055280831,2008,144.135,145.532,1.39699999999999,10187.2,80.57,15.38138008,53.1,2563.59,124.47,8.51,"Poland","Europe","Emerging and Developing Economies",0,0,2010,1
"60","PRT",73,73,0,3.86100386100412,0.0194948983225903,2008,31.443,56.343,24.9,20014.47,72.08,15.73754978,44.1,2337.49,115.43,5.63,"Portugal","Europe","Advanced Economies",1,0,2012,1
"61","ROU",73,73,30.2428571428571,4.13223140495894,0.0151973494385524,2008,36.358,51.16,14.802,8318,65.18,15.41860008,32.4,1925.09,89.33,5.13,"Romania","Europe","Emerging and Developing Economies",0,0,2012,1
"62","RUS",73,74,0,2.02839756592297,0.12867514459859,2008,781.444,293.353,-488.091,9093.7,53.38,14.34453011,32,4822.38,8.72,12.36,"Russia","Asia","Emerging and Developing Economies",0,0,2012,1
"63","SAU",74,74,0,2.72479564032707,0.0681147817368076,2008,197.908,130.306,-67.602,21629.84,96.1,12.76223993,36,6980.06,10.83,18.06,"Saudi Arabia","Asia","Emerging and Developing Economies",0,0,2011,1
"64","SEN",64,63,1058.90181580116,4.27350427350455,0.00174942350218043,2008,3.003,5.412,2.409,1138.67,62.76,7.776199818,7.12,259.23,62.58,0.53,"Senegal","Africa","Emerging and Developing Economies",0,0,NA,0
"65","SGP",74,74,0,1.89753320683117,0.0614767567901516,2008,155.16,136.071,-19.089,44601.58,437.33,17.6108799,69,4958.46,6913.42,8.87,"Singapore","Asia","Advanced Economies",1,0,2011,1
"66","SVK",73,72,0,3.96825396825423,0.0147318547594809,2008,45.003,48.837,3.834,14497.11,162.46,15.14704037,66.1,3406.38,111.83,7.65,"Slovak Republic","Europe","Advanced Economies",1,0,2012,1
"67","SVN",72,71,104.688596491228,3.83141762452134,0.00766608620832764,2008,17.117,22.434,5.317,22175.24,135.39,17.0559597,58,3952.12,100.33,9.34,"Slovenia","Europe","Advanced Economies",1,0,2012,1
"68","SWE",74,74,0,3.6496350364966,0.0402567349059876,2008,64.216,104.91,40.694,48427.76,92.81,15.79736996,90,5383.76,22.63,5.61,"Sweden","Europe","Advanced Economies",1,0,2009,1
"69","THA",74,74,0,2.23214285714297,0.0957225414898523,2008,193.04,195.043,2.00300000000001,4805.76,140.44,12.72402,18.2,1596.83,132.36,3.53,"Thailand","Asia","Emerging and Developing Economies",0,0,2013,1
"70","TUN",69,71,63.641421444053,4.09836065573797,0.00695654985105063,2008,21.004,18.078,-2.926,3760.12,114.34,13.97587013,27.5,894.3,67.86,2.41,"Tunisia","Africa","Emerging and Developing Economies",0,0,2017,1
"71","TUR",73,74,0,3.00300300300309,0.0787361076895345,2008,106.165,194.557,88.392,8376.15,50.55,12.54028034,34.4,1385.18,92.32,4.22,"Türkiye","Europe","Emerging and Developing Economies",0,0,2014,1
"72","UKR",73,74,0,3.460207612457,0.0242648356351091,2008,150.019,78.68,-71.339,2567.69,94.17,15.03969955,11,2875.9,80.82,7.49,"Ukraine","Europe","Emerging and Developing Economies",0,0,2018,1
"73","USA",74,74,0,3.19488817891398,1,2008,948.771,1900.321,951.55,53703.96,29.87,16.28088522,74,7484.83,33.24,18.71,"United States","America","Advanced Economies",1,0,2010,1
"74","VNM",74,74,0,2.61096605744136,0.048399667941665,2008,122.689,103.37,-19.319,1856.01,154.32,12.28941822,23.9,572.1,272.31,1.48,"Vietnam","Asia","Emerging and Developing Economies",0,0,2016,1
"75","ZAF",74,74,0,3.67647058823554,0.0431046321107854,2008,197.546,85.785,-111.761,6009.72,65.97,12.47587967,8.43,2738.08,42.14,9.55,"South Africa","Africa","Emerging and Developing Economies",0,0,2012,1
