"","iso_o","indegree","outdegree","between","close","eigen","TIME_PERIOD","export","import","net_imp","gdp_pct","trade_openness","schooling","internet","energy","pop_den","co2","country","continent","category","development","LTE_year","adoption_year","adopted"
"1","ARG",73,73,49.7159689983219,2.69541778975754,0.0365134283969743,2017,61.152,59.637,-1.515,13520.11,25.29,17.84296989,74.3,1874.83,16.18,4.32,"Argentina","America","Emerging and Developing Economies",0,1,2014,1
"2","AUS",74,74,0,2.32558139534896,0.11705362264342,2017,201.288,173.764,-27.524,57750.65,42.2,21.95104027,86.5,5162.46,3.2,16.71,"Australia","Pacific","Advanced Economies",1,1,2011,1
"3","AUT",73,74,0,2.48756218905485,0.0335181807675023,2017,69.117,96.407,27.29,45056.64,105.56,15.94421005,87.9,3839.95,106.61,7.97,"Austria","Europe","Advanced Economies",1,1,2010,1
"4","BEL",74,74,0,2.20264317180622,0.0452752247468841,2017,99.581,126.892,27.311,41619.33,166.9,19.76102066,87.7,4863.63,375.01,8.76,"Belgium","Europe","Advanced Economies",1,1,2012,1
"5","BGD",74,72,88.5279193029193,2.6809651474532,0.0236443702299572,2017,16.149,48.305,32.156,1373.75,30,10.9198904,21.5,260.88,1245.96,0.62,"Bangladesh","Asia","Emerging and Developing Economies",0,1,2013,1
"6","BGR",71,72,0,2.52525252525265,0.00572710989705476,2017,44.413,26.112,-18.301,7898.71,129.63,15.59177971,63.4,2732.22,62.67,7.24,"Bulgaria","Europe","Emerging and Developing Economies",0,1,2014,1
"7","BLR",72,73,39.3325036075036,2.66666666666679,0.0110559990408047,2017,54.268,45.483,-8.785,5964.9,133.37,15.00545025,74.4,2692.58,46.6,6.37,"Belarus","Europe","Emerging and Developing Economies",0,1,2011,1
"8","BRA",74,74,25.5006132756133,2.65251989389933,0.0991664936259791,2017,304.354,156.32,-148.034,8628.25,24.32,15.40701962,67.5,1431.96,24.49,2.42,"Brazil","America","Emerging and Developing Economies",0,1,2011,1
"9","BRN",57,35,1751.53694720312,2.99401197604802,0.00184158225402814,2017,4.03,2.987,-1.043,29524.66,85.18,14.06844997,94.9,8385.26,82.12,18.19,"Brunei Darussalam","Asia","Emerging and Developing Economies",0,1,2013,1
"10","CAN",74,74,0,1.75746924428829,0.356018977716366,2017,374.09,272.763,-101.327,44339.39,65.1,15.99886036,92.7,8175.19,4.08,16.23,"Canada","America","Advanced Economies",1,1,2011,1
