"","iso_o","indegree","outdegree","between","close","eigen","TIME_PERIOD","export","import","net_imp","gdp_pct","trade_openness","schooling","internet","energy","pop_den","co2","country","continent","category","development","LTE_year","adoption_year","adopted"
"1","ARG",73,73,0,2.47524752475258,0.0292647089950476,2019,91.12,43.9,-47.22,12706.4,32.63,18.08637047,79.9,1777.42,16.43,4.08,"Argentina","America","Emerging and Developing Economies",0,1,2014,1
"2","AUS",74,74,0.804181929181929,2.159827213823,0.116693494909364,2019,203.682,162.741,-40.941,58924.73,46.19,21.37561989,93.6,5231.57,3.29,16.1,"Australia","Pacific","Advanced Economies",1,1,2011,1
"3","AUT",73,74,0,1.87265917603001,0.0357472452331505,2019,72.47,96.744,24.274,46550.56,108.21,16.07625008,87.8,3765.98,107.61,7.72,"Austria","Europe","Advanced Economies",1,1,2010,1
"4","BEL",74,74,0,2.26757369614521,0.0463563542262189,2019,97.775,122.359,24.584,43006.4,165.47,19.56838989,90.3,4775.96,376.76,8.69,"Belgium","Europe","Advanced Economies",1,1,2012,1
"5","BGD",74,72,0,2.48756218905482,0.0249899405594812,2019,17.659,57.914,40.255,1564.21,31.58,11.67276001,30.4,273.34,1266.91,0.66,"Bangladesh","Asia","Emerging and Developing Economies",0,1,2013,1
"6","BGR",72,73,32.5562950937951,2.54452926208661,0.00680759040868878,2019,42.191,27.837,-14.354,8644.25,125.03,15.59498978,67.9,2771.12,60.95,6.74,"Bulgaria","Europe","Emerging and Developing Economies",0,1,2014,1
"7","BLR",72,73,0,2.20750551876389,0.0131000606446448,2019,53.915,48.206,-5.709,6267.74,130.85,14.40011024,82.8,2748.97,46.41,6.52,"Belarus","Europe","Emerging and Developing Economies",0,1,2011,1
"8","BRA",74,74,0,2.31481481481491,0.120785268578212,2019,333.672,179.589,-154.083,8771.44,28.89,15.44937038,73.9,1415.83,24.82,2.26,"Brazil","America","Emerging and Developing Economies",0,1,2011,1
"9","BRN",61,44,2100.06053897083,2.64550264550273,0.00191602709750673,2019,4.214,4.44,0.225999999999999,29996.24,108.51,13.76078033,95,9219.8,84,17.18,"Brunei Darussalam","Asia","Emerging and Developing Economies",0,1,2013,1
"10","CAN",74,74,0,1.67504187604696,0.344675725625999,2019,382.083,266.82,-115.263,45100.29,66.17,15.93334007,91.9,8125.58,4.2,16.14,"Canada","America","Advanced Economies",1,1,2011,1
"11","CHE",74,74,0,1.90839694656493,0.0464262923586262,2019,48.083,104.173,56.09,87123.66,124.13,16.3445797,93.1,2857.16,217.04,4.48,"Switzerland","Europe","Advanced Economies",1,1,2012,1
"12","CHL",71,74,136.155637418137,2.55102040816336,0.0430378855350311,2019,44.29,52.508,8.218,13630.59,57.61,16.64357948,85,2154.35,25.84,4.96,"Chile","America","Emerging and Developing Economies",0,1,2013,1
"13","CHN",74,74,0,0.109122653862942,0.5105073473991,2019,2114.694,1495.468,-619.226,10356.48,35.2,14.96151725,64.1,2397.97,149.95,8.42,"China","Asia","Emerging and Developing Economies",0,1,2013,1
"14","CIV",71,61,323.857446719947,2.439024390244,0.00343195761670579,2019,4.967,7.855,2.888,2093.1,44.66,9.921580315,36.3,364.15,88.66,0.47,"Côte d'Ivoire","Africa","Emerging and Developing Economies",0,1,2016,1
"15","CMR",74,64,609.94662902457,2.55102040816336,0.00244077859632862,2019,5.861,6.478,0.617,1470.32,43.38,11.26214619,36.5,387.42,53.96,0.4,"Cameroon","Africa","Emerging and Developing Economies",0,1,2016,1
"16","COL",74,69,4.41666666666667,2.32018561484928,0.0395117405441458,2019,39.953,44.428,4.475,6439.96,37.56,14.52388,65,889.78,44.98,1.66,"Colombia","America","Emerging and Developing Economies",0,1,2012,1
"17","CRI",71,69,1170.22854841237,2.64550264550274,0.0113321749576571,2019,6.851,12.53,5.679,12877.65,65.76,15.8384304,81.2,996.67,97.92,1.64,"Costa Rica","America","Emerging and Developing Economies",0,1,2013,1
"18","CYP",70,70,446.463661175426,2.47524752475257,0.00195193393544884,2019,4.103,6.52,2.417,28625.78,150.51,16.0143795,86.1,1758.05,139.25,5.61,"Cyprus","Europe","Advanced Economies",1,1,2015,1
"19","CZE",73,74,0,2.23713646532448,0.0352082916891864,2019,80.128,78.642,-1.486,20360.06,138.15,16.10343933,80.9,4002.25,138.23,9.68,"Czech Republic","Europe","Advanced Economies",1,1,2012,1
"20","DEU",74,74,0,0.846740050804418,0.255481362178863,2019,475.321,658.855,183.534,44207.63,79.13,17.22438049,88.1,3570.88,237.82,8.39,"Germany","Europe","Advanced Economies",1,1,2011,1
"21","DNK",74,74,16.6621392496392,2.37529691211412,0.0239368151584621,2019,82.423,62.766,-19.657,57114.62,111.89,18.62013054,98,2757.25,145.36,5.19,"Denmark","Europe","Advanced Economies",1,1,2010,1
"22","EGY",73,74,15.5206349206349,2.39808153477228,0.0298861326396885,2019,30.468,68.692,38.224,3701.24,41.12,12.67249012,57.3,844.78,108.04,2.2,"Egypt","Africa","Emerging and Developing Economies",0,1,2017,1
"23","ESP",74,74,0,1.70357751277688,0.0927606158513841,2019,167.091,218.827,51.736,28301.44,66.37,17.50081062,90.7,2573.9,94.32,5.47,"Spain","Europe","Advanced Economies",1,1,2013,1
"24","EST",72,72,69.854797979798,2.40963855421696,0.00325524436729695,2019,11.234,11.559,0.324999999999999,20579.88,140.35,15.74028969,90.2,3661.5,31.04,11.08,"Estonia","Europe","Advanced Economies",1,1,2010,1
"25","FIN",74,74,0,2.28310502283114,0.0197019877983515,2019,40.233,50.955,10.722,45898.57,80.56,19.04310989,89.6,6024.65,18.17,7.99,"Finland","Europe","Advanced Economies",1,1,2010,1
"26","FRA",74,74,0,1.12485939257595,0.165494890122162,2019,196.449,366.086,169.637,38705.21,66.43,15.86798954,83.3,3605.53,125.02,4.79,"France","Europe","Advanced Economies",1,1,2012,1
"27","GBR",74,74,0,0.846740050804417,0.170213841126327,2019,158.827,339.263,180.436,47379.8,64.67,17.32107925,92.5,2515.97,275.41,5.36,"United Kingdom","Europe","Advanced Economies",1,1,2012,1
"28","GRC",73,73,156.908960320725,2.41545893719817,0.0159793580442704,2019,61.474,56.42,-5.054,19216.68,80.59,19.64760971,75.7,2058.54,83.18,5.75,"Greece","Europe","Advanced Economies",1,1,2012,1
"29","HKG",74,74,0,2.23713646532449,0.0911700283625573,2019,68.943,111.01,42.067,44195.3,353.74,16.90809059,91.7,1876.92,7150.38,5.79,"Hong Kong SAR","Asia","Advanced Economies",1,1,2010,1
"30","HRV",70,70,24.4974959680842,2.32018561484929,0.0026861572066791,2019,9.777,13,3.223,14641.23,101.38,16.03059959,79.1,2173.2,70.57,4.55,"Croatia","Europe","Advanced Economies",1,1,2012,1
"31","HUN",71,74,2.35959595959596,2.28832951945089,0.0207786369334994,2019,56.071,59.45,3.379,15290.81,159.93,15.03071976,80.4,2749.24,106.23,5.24,"Hungary","Europe","Emerging and Developing Economies",0,1,2012,1
"32","IDN",74,74,0,1.67504187604696,0.106577862713822,2019,173.13,165.009,-8.12100000000001,3850.9,37.63,13.15936375,47.7,844.87,145.13,2.34,"Indonesia","Asia","Emerging and Developing Economies",0,1,2013,1
"33","IND",74,74,0,0.592417061611378,0.224570357254272,2019,519.486,464.711,-54.775,1936.03,39.91,11.75397968,29.5,666.98,467.19,1.83,"India","Asia","Emerging and Developing Economies",0,1,2012,1
"34","IRL",74,74,0,2.27272727272736,0.0647343739535384,2019,94.39,100.147,5.75700000000001,76464.54,249.75,19.15852928,87,2747.9,72.24,7.12,"Ireland","Europe","Advanced Economies",1,1,2013,1
"35","ISL",69,71,404.277314189079,2.48138957816387,0.00231316185098486,2019,6.234,4.651,-1.583,57493.42,82.86,18.23498917,99.5,16700.59,3.58,8.8,"Iceland","Europe","Advanced Economies",1,1,2013,1
"36","ISR",74,72,0,2.36406619385353,0.0315964873748341,2019,25.338,59.275,33.937,39407.2,56.33,14.78419018,86.8,2407.98,418.39,7.23,"Israel","Asia","Advanced Economies",1,1,2014,1
"37","ITA",74,74,0,1.76366843033515,0.116285231585907,2019,192.315,301.117,108.802,32180.43,58.69,16.38013077,67.9,2494.03,201.98,5.57,"Italy","Europe","Advanced Economies",1,1,2012,1
"38","JOR",71,72,172.126688997277,2.41545893719817,0.00686666000924677,2019,9.738,15.531,5.793,3919.06,85.69,12.87932968,70.1,811.58,120.19,2.22,"Jordan","Asia","Emerging and Developing Economies",0,1,2014,1
"39","JPN",74,74,0,0.938086303939983,0.368727008548647,2019,307.005,577.902,270.897,36043.78,35.22,15.44126987,92.7,3261.62,347.42,9,"Japan","Asia","Advanced Economies",1,1,2010,1
"40","KAZ",71,72,33.0861263736264,2.44498777506123,0.0195001362181107,2019,99.69,52.054,-47.636,10989.68,64.86,14.58216,81.9,3753.16,7.12,11.29,"Kazakhstan","Asia","Emerging and Developing Economies",0,1,2012,1
"41","KHM",60,72,192.114796314796,2.41545893719817,0.00905190706824988,2019,15.957,12.915,-3.042,2008.32,115.74,11.1600036,52.3,489.37,93.37,0.96,"Cambodia","Asia","Emerging and Developing Economies",0,1,2015,1
"42","KOR",74,74,0,1.79856115107919,0.272880727632831,2019,358.505,405.238,46.733,31645.95,75.76,16.37698936,96.2,5334.67,530.38,12.58,"Korea","Asia","Advanced Economies",1,1,2011,1
"43","LAO",51,55,1856.91320191247,2.64550264550273,0.00479535589337922,2019,18.817,7.392,-11.425,2554.96,99.9988888888889,10.50666046,47,782.69,31.36,2.68,"Lao P.D.R.","Asia","Emerging and Developing Economies",0,1,2017,1
"44","LTU",69,73,94.5041791541792,2.42718446601952,0.00512767980643187,2019,21.94,23.078,1.138,17431.72,148.37,16.15449905,81.6,2707.61,44.89,5.08,"Lithuania","Europe","Advanced Economies",1,1,2011,1
"45","LUX",74,74,16.9230519480519,2.38095238095248,0.00762826101818162,2019,19.662,18.209,-1.453,107591.97,382.66,14.18776035,97.1,6376.87,240.83,15.51,"Luxembourg","Europe","Advanced Economies",1,1,2012,1
"46","LVA",62,70,552.65563407181,2.44498777506122,0.00221892253239446,2019,8.627,11.256,2.629,15328.39,125.29,16.54171944,86.1,2343.52,30.76,4.1,"Latvia","Europe","Advanced Economies",1,1,2011,1
"47","MAR",72,73,5.48733766233766,2.32018561484929,0.014729522043066,2019,27.953,33.059,5.106,3364.74,76,13.70191002,84.1,614.5,81.14,1.98,"Morocco","Africa","Emerging and Developing Economies",0,1,2015,1
"48","MEX",74,74,14.9880952380952,2.32018561484927,0.355390289978073,2019,241.594,271.759,30.165,10159.44,77.46,14.9456501,69.6,1469.65,64.69,3.86,"Mexico","America","Emerging and Developing Economies",0,1,2012,1
"49","MLT",69,69,457.807375059581,2.38663484486884,0.00182462813840157,2019,3.741,5.049,1.308,29522.65,233.07,15.62699032,85.8,1440.48,1574.72,3.32,"Malta","Europe","Advanced Economies",1,1,2013,1
"50","MMR",66,73,77.2005961358903,2.39234449760776,0.0111471292053021,2019,29.996,18.351,-11.645,1440.99,99.9988888888889,11.50456047,36.5,426.03,80.65,0.65,"Myanmar","Asia","Emerging and Developing Economies",0,1,2013,1
"51","MYS",74,74,0,2.10084033613456,0.0674025408851425,2019,179.852,118.521,-61.331,10902.98,123.03,13.0999403,84.2,2878.3,101.78,7.63,"Malaysia","Asia","Emerging and Developing Economies",0,1,2013,1
"52","NGA",74,68,3.85182178932179,2.29357798165148,0.0500968890687115,2019,96.989,71.426,-25.563,2431.54,99.9988888888889,10.13020498,29.7,330.33,230.01,0.62,"Nigeria","Africa","Emerging and Developing Economies",0,1,2013,1
"53","NLD",74,74,0,2.21729490022183,0.0808533350366083,2019,168.535,182.129,13.594,49254.02,160.68,18.37399483,93.3,4129.41,515.14,9.1,"The Netherlands","Europe","Advanced Economies",1,1,2012,1
"54","NOR",74,74,0,2.32558139534894,0.0284616213614518,2019,57.868,63.732,5.864,76712.29,70.9,18.23535919,98,5220.69,14.65,8.55,"Norway","Europe","Advanced Economies",1,1,2009,1
"55","NZL",73,74,28.0318126318126,2.42718446601952,0.0192672782928526,2019,38.663,30.977,-7.686,40655.08,54.45,19.4722805,89.9,4163.35,18.91,7.49,"New Zealand","Pacific","Advanced Economies",1,1,2013,1
"56","PAK",71,74,0,2.38663484486884,0.0270634058490973,2019,27.21,54.39,27.18,1573.83,28.91,7.635359764,17.1,431.52,299.4,0.86,"Pakistan","Asia","Emerging and Developing Economies",0,1,2014,1
"57","PER",71,70,343.211511772541,2.5062656641605,0.030556983966989,2019,33.208,35.448,2.24,6626.26,46.94,14.70109703,60,798.44,25.35,1.79,"Peru","America","Emerging and Developing Economies",0,1,2014,1
"58","PHL",73,74,7.88888888888889,2.25733634311523,0.071519072841989,2019,58.802,110.434,51.632,3575.88,68.84,13.03676033,43,551.87,371.62,1.33,"Philippines","Asia","Emerging and Developing Economies",0,1,2011,1
"59","POL",74,74,0,2.21729490022183,0.0639129490693642,2019,181.184,153.175,-28.009,15221.31,101.58,15.87380981,80.4,2761.07,124.03,8.22,"Poland","Europe","Emerging and Developing Economies",0,1,2010,1
"60","PRT",73,73,0,1.91570881226058,0.0157620412453617,2019,39.147,46.537,7.39,21569.19,86.77,16.60087013,75.3,2115.19,112.29,4.54,"Portugal","Europe","Advanced Economies",1,1,2012,1
"61","ROU",73,73,151.451027567204,2.51889168765753,0.0147649798670546,2019,41.465,53.067,11.602,11270.48,84.37,14.42632961,73.7,1705.26,84.2,4.19,"Romania","Europe","Emerging and Developing Economies",0,1,2012,1
"62","RUS",74,74,0,1.90839694656493,0.104092738873361,2019,759.721,217.833,-541.888,9882.02,49.23,15.15861034,82.6,5065.15,8.88,13.13,"Russia","Asia","Emerging and Developing Economies",0,1,2012,1
"63","SAU",74,74,0,1.28040973111397,0.0578101226926092,2019,158.252,126.595,-31.657,24905.66,56.79,15.98313046,95.7,7668.22,13.99,19.31,"Saudi Arabia","Asia","Emerging and Developing Economies",0,1,2011,1
"64","SEN",66,64,468.548295005648,2.5062656641605,0.0021416447293495,2019,4.876,6.123,1.247,1379.61,64.24,8.913000107,43.4,298.56,84.94,0.67,"Senegal","Africa","Emerging and Developing Economies",0,0,NA,0
"65","SGP",74,74,0,1.30208333333337,0.0830924435450704,2019,228.939,180.289,-48.65,61345.53,324.39,16.74119949,88.9,5565.92,7965.88,9.8,"Singapore","Asia","Advanced Economies",1,1,2011,1
"66","SVK",73,71,0,2.37529691211412,0.0134768363825026,2019,39.237,44.529,5.292,18250.98,183.72,14.5240097,82.9,3128.36,113.44,6.38,"Slovak Republic","Europe","Advanced Economies",1,1,2012,1
"67","SVN",70,71,47.668494005994,2.3696682464456,0.00548989420000227,2019,15.322,17.569,2.247,23943.18,160.04,17.32518959,83.1,3267.3,103.71,7.05,"Slovenia","Europe","Advanced Economies",1,1,2012,1
"68","SWE",74,74,16.6621392496392,2.37529691211412,0.0302328412583974,2019,45.154,79.874,34.72,53156.86,92.52,18.52235985,94.5,4781.88,25.24,3.81,"Sweden","Europe","Advanced Economies",1,1,2009,1
"69","THA",74,74,0,1.43678160919543,0.122229832819187,2019,207.116,207.38,0.26400000000001,6434.54,109.69,15.60713983,66.7,1989.81,140,3.98,"Thailand","Asia","Emerging and Developing Economies",0,1,2013,1
"70","TUN",69,69,45.8887307137307,2.32018561484929,0.00521828152080132,2019,14.682,14.202,-0.48,4154.96,102.33,14.5657748,66.7,950.61,76.44,2.55,"Tunisia","Africa","Emerging and Developing Economies",0,1,2017,1
"71","TUR",73,74,0,1.49253731343286,0.0669933039493304,2019,152.2,183.896,31.696,12073.87,63.19,19.18523026,74,1774.2,107.3,5.01,"Türkiye","Europe","Emerging and Developing Economies",0,1,2014,1
"72","UKR",73,74,0,2.37529691211412,0.0202745355206075,2019,116.666,50.44,-66.226,2398.08,90.51,13.71247959,70.1,1987.62,77.59,4.62,"Ukraine","Europe","Emerging and Developing Economies",0,1,2018,1
"73","USA",74,74,0,0.310077519379847,1,2019,767.544,1688.517,920.973,61047.96,26.26,16.63553047,89.4,6700.93,36.1,15.04,"United States","America","Advanced Economies",1,1,2010,1
"74","VNM",74,74,0,1.09409190371994,0.154434022964102,2019,333.391,228.618,-104.773,3241.08,164.7,14.77879429,68.7,987.27,310.03,3.49,"Vietnam","Asia","Emerging and Developing Economies",0,1,2016,1
"75","ZAF",74,74,0,2.26757369614521,0.0348564426787677,2019,170.485,71.788,-98.697,6032.83,53.9,14.21393013,69.7,2231.91,49.12,8.03,"South Africa","Africa","Emerging and Developing Economies",0,1,2012,1
